Character,Command,Hit level,Damage,Start up frame,Block frame,Hit frame,Counter hit frame,Notes,Notation
Lei,pld3uordclose,"l, (Special)",8,20,,KND,KND,,"PLD RLX 3, u or d (Close)"
Lei,pld3doruclose,"l, (Special)",8,20,,KND,KND,,"PLD RLX 3, u or d (Close)"
Lei,pld3uclose,"l, (Special)",8,20,,KND,KND,,"PLD RLX 3, u or d (Close)"
Lei,pld3dclose,"l, (Special)",8,20,,KND,KND,,"PLD RLX 3, u or d (Close)"
Lei,pld3uord,"l (TC), (Special)",8,20,,2s,2s,,"PLD RLX 3, u or d"
Lei,pld3doru,"l (TC), (Special)",8,20,,2s,2s,,"PLD RLX 3, u or d"
Lei,pld3u,"l (TC), (Special)",8,20,,2s,2s,,"PLD RLX 3, u or d"
Lei,pld3d,"l (TC), (Special)",8,20,,2s,2s,,"PLD RLX 3, u or d"
Lei,pld3fclose,"l, (DRU)",8,20,,KND,KND,,"PLD RLX 3, f (Close)"
Lei,pld3f,"l (TC), (DRU)",8,20,,2s,2s,,"PLD RLX 3, f"
Lei,pld4,m (TC),20,22~23,-12~-11,Launch,Launch,,PLD RLX 4
Lei,pld3+4,"l, Sm","12,14","20,26",-26,KND,KND,,PLD RLX 3+4
Lei,pld3+4secondhitmiss,l,12,20,�,KND,KND,,PLD RLX 3+4 (Second hit miss)
Lei,d3+4,(RLX),,20,,,,,d+3+4
Lei,knd3,l (TC),14,19,-34,KND,KND,,KND RLX 3
Lei,knd4,m,17,25,-13~-12,11kg,11kg,"Homing, Tail Spin",KND RLX 4
Lei,knd3+4,(SIT SNA),,25,,,,,KND RLX 3+4
Lei,kndb1+2,m (TJ),15,21(39~),2,KND,KND,,KND RLX b or f+1+2
Lei,kndf1+2,m (TJ),15,21(39~),2,KND,KND,,KND RLX b or f+1+2
Lei,kndb3+4,m (TJ),20,39,-10,KND,KND,,KND RLX b+3+4
Lei,b3+4,(Special),,RBT,,,,,b+3+4 or B+3+4
Lei,btf,(Special),,RBT,,,,,BT F
Lei,btf,(Special),,RBT,,,,,BT f
Lei,bt1,h,12,16 RBT,-5,6,6,,BT 1
Lei,bt11,"h, m","12,10",16 RBT,-7,4,4,,"BT 1, 1"
Lei,bt113,"h, m, l","12,10,7",16,-18,-7,-7,,"BT 1, 1, 3"
Lei,bt1132,"h, m, l, h","12,10,7,16",16,-17,KND,KND,,"BT 1, 1, 3, 2"
Lei,bt1132f,"h, m, l, h, (DRU)","12,10,7,16",16,-77,KND,KND,,"BT 1, 1, 3, 2, f"
Lei,bt2,m,20,20,-10,KND,KND,"Homing, Tail Spin",BT 2
Lei,bt4,m,15,14,-14,-3,-3,,BT 4
Lei,bt41,m,15,14,-8,S!,S!,Tail Spin,BT 4
Lei,bt4b,"m, (Special)",15,14 RBT,-7,4,4,,"BT 4, B"
Lei,bt43,"m, m","15,17",14,-15,Launch(-7),Launch,,"BT 4, 3"
Lei,bt44,"m, m (TJ)","15,20",14,-3s,1s,KND,,"BT 4, 4"
Lei,bt1+2,h,12,10~12 RBT,-6~-4,5~7,5~7,,BT 1+2
Lei,bt1+22,"h, m, (Special)","12,18",10~12,-19,-3s,5s,,"BT 1+2, 2"
Lei,bt3+4,m (TJ)(FFF),15,32~34 RBT,-4~-2,KND,KND,,BT 3+4
Lei,bt3+43+4,"m (TJ), m (TJ)(FFF)","15,15",32~34 RBT,-9~-8,KND,KND,,"BT 3+4, 3+4"
Lei,bt3+43+43+4,"m (TJ), m (TJ), m (TJ)(FFF)","15,15,15",32~34 RBT,-9~-8,KND,KND,,"BT 3+4, 3+4, 3+4"
Lei,ffff,m (TJ)(FFF),15,32~34 RBT,-12~-10,KND,KND,,FFF F
Lei,btd1,l (TC),12,12 RBTs,-6,5,KND,,BT d+1
Lei,btd4close,l (TC),8,20s,-24,KND,KND,,BT d+4 (Close)
Lei,btd4,l (TC),8,20s,-24,2s(KND),2s(KND),,BT d+4 (Far)
Lei,btd44,"l (TC), h","8,30",20 Air,-11~-10,KND,KND,,"BT d+4, 4"
Lei,btd4uordclose,"l, (Special)",8,20,,KND,KND,,"BT d+4, u or d (Close)"
Lei,btd4doruclose,"l, (Special)",8,20,,KND,KND,,"BT d+4, u or d (Close)"
Lei,btd4uclose,"l, (Special)",8,20,,KND,KND,,"BT d+4, u or d (Close)"
Lei,btd4dclose,"l, (Special)",8,20,,KND,KND,,"BT d+4, u or d (Close)"
Lei,btd4uord,"l (TC), (Special)",8,20,,8s,8s,,"BT d+4, u or d"
Lei,btd4doru,"l (TC), (Special)",8,20,,8s,8s,,"BT d+4, u or d"
Lei,btd4u,"l (TC), (Special)",8,20,,8s,8s,,"BT d+4, u or d"
Lei,btd4d,"l (TC), (Special)",8,20,,8s,8s,,"BT d+4, u or d"
Lei,btd4fclose,"l, (DRU)",8,20,,KND,KND,,"BT d+4, f (Close)"
Lei,btd4f,"l (TC), (DRU)",8,20,,5s,5s,,"BT d+4, f"
Lei,btub2,"m (TJ), (Special)",25,32~35,-15~-12,-4~-1s,-4~-1s,,BT  u/b or u or  u/f+2
Lei,btu2,"m (TJ), (Special)",25,32~35,-15~-12,-4~-1s,-4~-1s,,BT  u/b or u or  u/f+2
Lei,btuf2,"m (TJ), (Special)",25,32~35,-15~-12,-4~-1s,-4~-1s,,BT  u/b or u or  u/f+2
Lei,b1+4,(AOP),,32~35,,,,,b+1+4
Lei,aopf,(DRU),,32~35,,,,,PHX (AOP) F
Lei,aop1,h,24,30(80~),-10,KND,KND,,PHX (AOP) 1
Lei,aop1f,"h, (DRU)",24,30(80~),-21,KND,KND,,"PHX (AOP) 1, F"
Lei,aop1d,"h, (Special)",24,30(80~),-21,KND,KND,,"PHX (AOP) 1, D"
Lei,aop1d2,"h, l, (Special)","24,14",30(80~),-14,0s,0s,,"PHX (AOP) 1, d+2"
Lei,aop2,m,23,18(68~),-12,S!,S!,"Power Crush, Tail Spin",PHX (AOP) 2
Lei,aop3,h,28,14(64~),-14,-4,-2,,PHX (AOP) 3
Lei,aop3b,h(AOP),28,14(64~),-14,-4,-2,,"PHX (AOP) 3, B"
Lei,aop33,"h, l","28,17",14(64~) RBT,-13,KND,KND,Tail Spin,"PHX (AOP) 3, 3"
Lei,aop33b,h,28,14(64~) RBT,-28,-18,-16,,"PHX (AOP) 3, 3, B "
Lei,aop4,"l, (Special)",19,25(75~),-14,2,2,,PHX (AOP) 4
Lei,aop1+2,(Special)(Recover health)(DRU),,25(75~),,,,,PHX (AOP) 1+2
Lei,aopf4,! (TJ),45,65~69 (115~),KND,KND,KND,,PHX (AOP) f+4
Lei,aopb33,"m, m","17,17",14(64~),-7,KND,CS,,"PHX (AOP) b+3, 3"
Lei,aopb4,m (TJ)(TOR),25,39~41 RBT (89~),4~6s,7~9s,7~9s,,PHX (AOP) b+4
Lei,aopdoru2+3,(AOP),,39~41 (89~),,,,,PHX (AOP) d or u+2+3
Lei,aopuord2+3,(AOP),,39~41 (89~),,,,,PHX (AOP) d or u+2+3
Lei,aopd2+3,(AOP),,39~41 (89~),,,,,PHX (AOP) d or u+2+3
Lei,aopu2+3,(AOP),,39~41 (89~),,,,,PHX (AOP) d or u+2+3
Lei,phxf,(DRU),,32~35,,,,,PHX (AOP) F
Lei,phx1,h,24,30(80~),-10,KND,KND,,PHX (AOP) 1
Lei,phx1f,"h, (DRU)",24,30(80~),-21,KND,KND,,"PHX (AOP) 1, F"
Lei,phx1d,"h, (Special)",24,30(80~),-21,KND,KND,,"PHX (AOP) 1, D"
Lei,phx1d2,"h, l, (Special)","24,14",30(80~),-14,0s,0s,,"PHX (AOP) 1, d+2"
Lei,phx2,m,23,18(68~),-12,S!,S!,"Power Crush, Tail Spin",PHX (AOP) 2
Lei,phx3,h,28,14(64~),-14,-4,-2,,PHX (AOP) 3
Lei,phx3b,h(AOP),28,14(64~),-14,-4,-2,,"PHX (AOP) 3, B"
Lei,phx33,"h, l","28,17",14(64~) RBT,-13,KND,KND,Tail Spin,"PHX (AOP) 3, 3"
Lei,phx33b,h,28,14(64~) RBT,-28,-18,-16,,"PHX (AOP) 3, 3, B "
Lei,phx4,"l, (Special)",19,25(75~),-14,2,2,,PHX (AOP) 4
Lei,phx1+2,(Special)(Recover health)(DRU),,25(75~),,,,,PHX (AOP) 1+2
Lei,phxf4,! (TJ),45,65~69 (115~),KND,KND,KND,,PHX (AOP) f+4
Lei,phxb33,"m, m","17,17",14(64~),-7,KND,CS,,"PHX (AOP) b+3, 3"
Lei,phxb4,m (TJ)(TOR),25,39~41 RBT (89~),4~6s,7~9s,7~9s,,PHX (AOP) b+4
Lei,phxdoru2+3,(AOP),,39~41 (89~),,,,,PHX (AOP) d or u+2+3
Lei,phxuord2+3,(AOP),,39~41 (89~),,,,,PHX (AOP) d or u+2+3
Lei,phxd2+3,(AOP),,39~41 (89~),,,,,PHX (AOP) d or u+2+3
Lei,phxu2+3,(AOP),,39~41 (89~),,,,,PHX (AOP) d or u+2+3
Lei,b2+3,(SNA),,39~41 (89~),,,,,b or f+2+3 or From certain moves
Lei,f2+3,(SNA),,39~41 (89~),,,,,b or f+2+3 or From certain moves
Lei,ss1+4,(SNA),,39~41 (89~),,,,,SS 1+4 or 2+3
Lei,ss2+3,(SNA),,39~41 (89~),,,,,SS 1+4 or 2+3
Lei,sna1,h,10,11,-6,5,5,,SNA 1
Lei,sna11,"h, h","10,9",11,-6,5,5,,"SNA 1, 1"
Lei,sna111,"h, h, h","10,9,8",11,-6,5,5,,"SNA 1, 1, 1"
Lei,sna1111,"h, h, h, h","10,9,8,7",11,-6,5,5,,"SNA 1, 1, 1, 1"
Lei,sna11111,"h, h, h, h, h","10,9,8,7,6",11,-6,5,5,,"SNA 1, 1, 1, 1, 1"
Lei,sna11f,"h, h, (Special)","10,9",11,-13,-2,-2,,"SNA 1, 1, F"
Lei,sna12,"h, m, (Special)","10,13",11,-13,-2,-2,,"SNA 1, 2"
Lei,sna121,"h, m, m","10,13,10",11,-10,1,1,,"SNA 1, 2, 1"
Lei,sna121f,"h, m, m, (Special)","10,13,10",11,-6,5,5,,"SNA 1, 2, 1, F"
Lei,sna1212f,"h, m, m, h, (Special)","10,13,10,20",11,-8,KND,KND,,"SNA 1, 2, 1, 2, F"
Lei,sna2,m,15,15,-10,1s,1s,,SNA 2
Lei,sna22,"m, m","15,10",15,-12,-1,-1,,"SNA 2, 2"
Lei,sna222,"m, m, l (TC)","15,10,15",15,-17,-1,-1,,"SNA 2, 2, 2"
Lei,sna2f,"m, (Special)",15,15,-5,6s,6s,,"SNA 2, F"
Lei,sna22f,"m, m, (Special)","15,10",15,-4,7,7,,"SNA 2, 2, F"
Lei,sna222f,"m, m, l (TC), (Special)","15,10,15",15,-13,0,0,,"SNA 2, 2, 2, F"
Lei,sna224,"m, m, l (TC), (Special)","15,10,7",15,-16,-5,-5,,"SNA 2, 2, 4"
Lei,sna2243,"m, m, l (TC), l (TC), (Special)","15,10,7,7",15,-2,9,9,,"SNA 2, 2, 4, 3"
Lei,sna22433,"m, m, l (TC), l (TC), m, (Special)","15,10,7,7,24",15,-14,Launch,Launch,,"SNA 2, 2, 4, 3, 3"
Lei,sna3,"m (TC), (Special)",30,28 Air,-7,Launch,Launch,,SNA 3
Lei,sna4,l,11,15,-13,-2,-2,,SNA 4
Lei,sna1+2,m (TC),25,21,-10,KND,KND,,SNA 1+2
Lei,sna1+3,h(Throw),26,50,,Throw(KND),,,SNA 1+3
Lei,sna1+3b,(Special),,50,,,,,"SNA 1+3, b "
Lei,snau,(DGN),,50,,,,,SNA u or TGR d or From certain moves
Lei,tgrd,(DGN),,50,,,,,SNA u or TGR d or From certain moves
Lei,dgn1,h(Throw),26,25,,Throw(KND),,,DGN (DRG) 1
Lei,dgn1b,(Special),,25,,,,,"DGN (DRG) 1, b "
Lei,dgn2,m,18,17~19,4~6,KND,YKU,,DGN (DRG) 2
Lei,dgn2f,"m, (Special)",18,17~19,-2~0,KND,YKU,,"DGN (DRG) 2, F"
Lei,dgn3,l (TC),11,15~17s,-16~-14,1~3s,1~3s,,DGN (DRG) 3
Lei,dgn3f,"l (TC), (Special)",11,15~17s,-27~-25,-10~-8s,-10~-8s,,"DGN (DRG) 3, f"
Lei,dgn4,h,18,10,-22,-11,-11,,DGN (DRG) 4
Lei,dgn41,"h, m","18,12",10,-1,5,5,,"DGN (DRG) 4, 1"
Lei,dgn41f,"h, m, (Special)","18,12",10,-6,0,0,,"DGN (DRG) 4, 1, F"
Lei,dgn41uord,"h, m, (Special)","18,12",10,-7,-1,-1,,"DGN (DRG) 4, 1, u or D"
Lei,dgn41doru,"h, m, (Special)","18,12",10,-7,-1,-1,,"DGN (DRG) 4, 1, u or D"
Lei,dgn41u,"h, m, (Special)","18,12",10,-7,-1,-1,,"DGN (DRG) 4, 1, u or D"
Lei,dgn41d,"h, m, (Special)","18,12",10,-7,-1,-1,,"DGN (DRG) 4, 1, u or D"
Lei,dgn412,"h, m, m","18,12,8",10,-10,-4,-4,,"DGN (DRG) 4, 1, 2"
Lei,dgn4123,"h, m, m, h","18,12,8,20",10,-5,KND,KND,,"DGN (DRG) 4, 1, 2, 3"
Lei,dgn41234,"h, m, m, h, m","18,12,8,20,20",10,-7,FS(7) 20,FS(7) 20,,"DGN (DRG) 4, 1, 2, 3, 4"
Lei,dgn4123d4,"h, m, m, h, l (TC)","18,12,8,20,20",10,-12,KND,KND,,"DGN (DRG) 4, 1, 2, 3, D+4"
Lei,dgn1+2,hh,"5,20","18,31",-2,CS,CS,Tail Spin,DGN (DRG) 1+2
Lei,dgnf1+2,m,32,17,-5s,KND,KND,,DGN (DRG) f+1+2
Lei,dgnf1+2f,"m, (Special)",32,17,-11s,KND,KND,,"DGN (DRG) f+1+2 , F"
Lei,dgnd3+4,(RLX),,17,,,,,DGN (DRG) d+3+4
Lei,snad,(PAN),,s,,,,,SNA d or CRA u or From certain moves
Lei,crau,(PAN),,s,,,,,SNA d or CRA u or From certain moves
Lei,panf,(Special)(Low parry)(PAN),,,,,,,PAN f
Lei,pan1,l,12,11~12,-13~-12,2~3s (KND),2~3s (KND),,PAN 1
Lei,pan1~2,"l (TC), h","12,30","11~12,16",-24(-33s),KND,KND,,PAN 1~2
Lei,pan2,m,21,15,-10,Launch,Launch,,PAN 2
Lei,pan3,"l (TJ), (Special)",18,20,-12,-1,-1,,PAN 3
Lei,pan3b,"l, (AOP)",18,20,-7,4,4,,"PAN 3, b"
Lei,pan4,h,26,23~24,-13~-12,2~3,CS,,PAN 4
Lei,drgu,(TGR),,23~24,,,,,DGN (DRG) u or From certain moves
Lei,tgrf,(Special)(h and m parry)(TGR),,23~24,,6,,,TGR f
Lei,tgr1,m,22,16~17s,2~3s,2~3s,KND,,TGR 1
Lei,tgr2,m,12,15,-14,-3,-3,,TGR 2
Lei,tgr22,"m,h","12,21",15,-8,KND,S!,Tail Spin,"TGR 2, 2"
Lei,tgr3,m (TJ),28,17~19,-12~-10,KND,KND,Tail Spin,TGR 3
Lei,tgr3f,"m (TJ), (SIT SNA)",28,17~19,-12~-10,KND,KND,Tail Spin,"TGR 3, F"
Lei,tgr3fn,"m (TJ), (RLX)",28,17~19,-50~-48,KND,KND,Tail Spin,"TGR 3, F, n(to RLX)"
Lei,sitsna1,"(Special), m (TC)(SIT SNA)",25,21,-10,KND,KND,,SIT SNA 1
Lei,sitsna4,"(Special), l (TC)(SIT SNA)",14,24,-29,KND,KND,,SIT SNA 4
Lei,tgr4,l (TC),12,15s,-21,KND,KND,,TGR 4
Lei,tgr1+2,m,29,25,-7~-6,KND,KND,Wall Bounce,TGR 1+2
Lei,pand,(CRA),,25,,,,,PAN d or From certain moves
Lei,cra1,m,23,22( RBT),5,KND,KND,,CRA 1
Lei,cra2,h,21,16,-9,12kg,S!,Tail Spin,CRA 2
Lei,cra3,m,21,14,-5,6,6,,CRA 3
Lei,cra34,"m, l","21,10",14,-13~-12,0~1,0~1,,"CRA 3, 4"
Lei,cra342,"m, l, m","21,10,10",14,-16,-5,-5,,"CRA 3, 4, 2"
Lei,cra3423,"m, l, m, m","21,10,10,15",14,-12~-10,Launch,Launch,,"CRA 3, 4, 2, 3"
Lei,cra4,l (TJ),20,21,-19,KND,KND,,CRA 4
Lei,cra1+2,h,25,13,-2,CS,CS,,CRA 1+2
Lei,craub4,"m (TJ), (Special)",21,17~18,-2~-1,Launch,Launch,,CRA  u/b or u or  u/f+4
Lei,crau4,"m (TJ), (Special)",21,17~18,-2~-1,Launch,Launch,,CRA  u/b or u or  u/f+4
Lei,crauf4,"m (TJ), (Special)",21,17~18,-2~-1,Launch,Launch,,CRA  u/b or u or  u/f+4
Lei,sldrlx3,l,,26,-22,-8(KND),KND,,SLD RLX 3
Lei,sldrlx4,l,15,26,-19,KND,KND,,SLD RLX 4
Lei,sldrlx4~3,l (TC),15,23~27 (24~),-17~-13,KND,KND,,SLD RLX 4~3
Lei,sldrlx4~3d,l (TC),14,23~27 RG (24~),-30~-26,KND,KND,,"SLD RLX 4~3, D"
Lei,sldrlx3+4,mm,"5,21","18,25",-6,KND,KND,,SLD RLX 3+4
Lei,sldrlxd3+4,l,23,29,-42,KND,KND,,SLD RLX d+3+4
Lei,fcdrlx3,l (TC),21,24,-40(17),KND,KND,,FCD RLX 3
Lei,fcdrlx3~4,"l (TC), (Special)",8,23(24~),-24,KND,KND,,FCD RLX 3~4
Lei,fcdrlx3~4far,"l (TC), (Special)",0,24(25~),-23,-12s(KND),-12s(KND),,FCD RLX 3~4 (Far)
Lei,fcdrlx3~44,"l (TC), h","8,30",24(25~) Air,-11~-8,KND,KND,,"FCD RLX 3~4, 4"
Lei,fcdrlx4,m,10,23~24,-15~-14,KND,KND,,FCD RLX 4
Lei,fcdrlx4~3,m (TJ),18,20(21~),-16,4,4,Tail Spin,FCD RLX 4~3
Lei,fcdrlx3+4,mm,"5,20","27,33",-7,KND,KND,,FCD RLX 3+4
Lei,pldrlx3,l (TC),8,20s,-24,KND,KND,,PLD RLX 3
Lei,pldrlx3far,l (TC),8,20s,-24,2s(KND),2s(KND),,PLD RLX 3 (Far)
Lei,pldrlx34,"l (TC), h","8,30",20 Air,-11~-10,KND,KND,,"PLD RLX 3, 4"
Lei,pldrlx34close,"l (TC), h","8,30",20 Air,-11~-10,KND,KND,,"PLD RLX 3, 4 (Close)"
Lei,pldrlx3uordclose,"l, (Special)",8,20,,KND,KND,,"PLD RLX 3, u or d (Close)"
Lei,pldrlx3doruclose,"l, (Special)",8,20,,KND,KND,,"PLD RLX 3, u or d (Close)"
Lei,pldrlx3uclose,"l, (Special)",8,20,,KND,KND,,"PLD RLX 3, u or d (Close)"
Lei,pldrlx3dclose,"l, (Special)",8,20,,KND,KND,,"PLD RLX 3, u or d (Close)"
Lei,pldrlx3uord,"l (TC), (Special)",8,20,,2s,2s,,"PLD RLX 3, u or d"
Lei,pldrlx3doru,"l (TC), (Special)",8,20,,2s,2s,,"PLD RLX 3, u or d"
Lei,pldrlx3u,"l (TC), (Special)",8,20,,2s,2s,,"PLD RLX 3, u or d"
Lei,pldrlx3d,"l (TC), (Special)",8,20,,2s,2s,,"PLD RLX 3, u or d"
Lei,pldrlx3fclose,"l, (DRU)",8,20,,KND,KND,,"PLD RLX 3, f (Close)"
Lei,pldrlx3f,"l (TC), (DRU)",8,20,,2s,2s,,"PLD RLX 3, f"
Lei,pldrlx4,m (TC),20,22~23,-12~-11,Launch,Launch,,PLD RLX 4
Lei,pldrlx3+4,"l, Sm","12,14","20,26",-26,KND,KND,,PLD RLX 3+4
Lei,pldrlx3+4secondhitmiss,l,12,20,�,KND,KND,,PLD RLX 3+4 (Second hit miss)
Lei,kndrlx3,l (TC),14,19,-34,KND,KND,,KND RLX 3
Lei,kndrlx4,m,17,25,-13~-12,11kg,11kg,"Homing, Tail Spin",KND RLX 4
Lei,kndrlx3+4,(SIT SNA),,25,,,,,KND RLX 3+4
Lei,kndrlxb1+2,m (TJ),15,21(39~),2,KND,KND,,KND RLX b or f+1+2
Lei,kndrlxf1+2,m (TJ),15,21(39~),2,KND,KND,,KND RLX b or f+1+2
Lei,kndrlxb3+4,m (TJ),20,39,-10,KND,KND,,KND RLX b+3+4
Lei,drg1,h(Throw),26,25,,Throw(KND),,,DGN (DRG) 1
Lei,drg1b,(Special),,25,,,,,"DGN (DRG) 1, b "
Lei,drg2,m,18,17~19,4~6,KND,YKU,,DGN (DRG) 2
Lei,drg2f,"m, (Special)",18,17~19,-2~0,KND,YKU,,"DGN (DRG) 2, F"
Lei,drg3,l (TC),11,15~17s,-16~-14,1~3s,1~3s,,DGN (DRG) 3
Lei,drg3f,"l (TC), (Special)",11,15~17s,-27~-25,-10~-8s,-10~-8s,,"DGN (DRG) 3, f"
Lei,drg4,h,18,10,-22,-11,-11,,DGN (DRG) 4
Lei,drg41,"h, m","18,12",10,-1,5,5,,"DGN (DRG) 4, 1"
Lei,drg41f,"h, m, (Special)","18,12",10,-6,0,0,,"DGN (DRG) 4, 1, F"
Lei,drg41uord,"h, m, (Special)","18,12",10,-7,-1,-1,,"DGN (DRG) 4, 1, u or D"
Lei,drg41doru,"h, m, (Special)","18,12",10,-7,-1,-1,,"DGN (DRG) 4, 1, u or D"
Lei,drg41u,"h, m, (Special)","18,12",10,-7,-1,-1,,"DGN (DRG) 4, 1, u or D"
Lei,drg41d,"h, m, (Special)","18,12",10,-7,-1,-1,,"DGN (DRG) 4, 1, u or D"
Lei,drg412,"h, m, m","18,12,8",10,-10,-4,-4,,"DGN (DRG) 4, 1, 2"
Lei,drg4123,"h, m, m, h","18,12,8,20",10,-5,KND,KND,,"DGN (DRG) 4, 1, 2, 3"
Lei,drg41234,"h, m, m, h, m","18,12,8,20,20",10,-7,FS(7) 20,FS(7) 20,,"DGN (DRG) 4, 1, 2, 3, 4"
Lei,drg4123d4,"h, m, m, h, l (TC)","18,12,8,20,20",10,-12,KND,KND,,"DGN (DRG) 4, 1, 2, 3, D+4"
Lei,drg1+2,hh,"5,20","18,31",-2,CS,CS,Tail Spin,DGN (DRG) 1+2
Lei,drgf1+2,m,32,17,-5s,KND,KND,,DGN (DRG) f+1+2
Lei,drgf1+2f,"m, (Special)",32,17,-11s,KND,KND,,"DGN (DRG) f+1+2 , F"
Lei,drgd3+4,(RLX),,17,,,,,DGN (DRG) d+3+4
Lei,drgu,(TGR),,23~24,,,,,DGN (DRG) u or From certain moves
Lei,ragedf3+4,m,55,20 pc8~19,-22~-21,KND,KND,Rage Art,In In Rage  d/f+3+4
Lei,ragedrg1+4f,m,40(5),17(TGR),5(11),KND,KND,Rage Drive,"In In Rage DGN (DRG) 1+4,f"
Lei,ragedgn1+4f,m,40(5),17(TGR),5(11),KND,KND,Rage Drive,"In In Rage DGN (DRG) 1+4,f"
Lei,ragedrg1+4,m,40(5),17,11(17),KND,KND,Rage Drive,In In Rage DGN (DRG) 1+4
Lei,ragedgn1+4,m,40(5),17,11(17),KND,KND,Rage Drive,In In Rage DGN (DRG) 1+4
Lei,ragesna1+4,m,40,20,8~9(14~15),KND,KND,Rage Drive,In In Rage SNA 1+4
Lei,ragepan1+4,l,"10,15",12~13,-14~-12,S! (-19~-18),S! (-19~-18),"Rage Drive, Tail Spin",In In Rage PAN 1+4
Lei,ragetgr1+4,m,30,16~17,13~14,Launch,Launch,Rage Drive,In In Rage TGR 1+4
Lei,ragecra1+4,m,24,17~19,-9~-7,Launch,Launch,Rage Drive,In In Rage CRA 1+4
Lei,fc1,Sm,5,10,-5,6,6,,FC 1
Lei,fc2,Sm,8,11,-4,7,7,,FC 2
Lei,fc3,l,12,15~17,-18~-16,-4~-2,-4~-2,,FC 3
Lei,fc4,l,10,12,-15,-4,-4,,FC 4
Lei,fcdf4,l,10,12,-15,-4,-4,,FC d/f+4
Lei,bt 3,h,18,10,-8,KND,KND,,BT 3
Armor King,ragefnddf1+2*,h!,0,19,24,24,24,Rage Drive,"In Rage f, n, d, d/f+1+2 hold"
Armor King,rageb3+4,m,55,20,-22~-21,KND,KND,Rage Art,b+3+4
Armor King,3,h,25,17,-14,KND,KND,,3
Armor King,4,h,20,13,-5,6,KND,,4
Armor King,1,h,7,10,1,8,8,,1
Armor King,12,"h, h","7, 10",10,-1,5,5,,"1, 2"
Armor King,121,"h, h, m","7, 10, 17",10,-5~-4,1~2,31~32g,,"1, 2, 1"
Armor King,2,h,10,10,1,7,7,,2
Armor King,21,"h, m","10, 12",10,-2~-1,5~6,5~6,,"2, 1"
Armor King,1+2,m,10,17~19,-10~-8,0~2,0~2,,1+2
Armor King,1+2b,m,10,17~18b,-10~-8,0~2,0~2,,"1+2, b"
Armor King,1+22,"m, h","10, 20",17~18,-3,KND,KND,,"1+2, 2"
Armor King,1+24,"m, m","10, 17",17~18,-13~-12,8~9,CS,,"1+2, 4"
Armor King,3+4,m (TJ),10,25~32b,-7~0,3~10,3~10,,3+4
Armor King,3+41,"m (TJ), m (TJ)(, (throw))","10, 25, 5",25~32,0 OC,Throw(KND),Throw(KND),,"3+4, 1"
Armor King,3+41far,"m (TJ), m (TJ)","10, 25",25~32,0~9 OC,2~11 OC,2~11 OC,,"3+4, 1 (Far)"
Armor King,3+42,"m (TJ), m (TJ)","10, 25",25~32,-18~-15 (Self KND),KFUD,KND,,"3+4, 2"
Armor King,3+4*,"m (TJ), h (throw)","10, 40",25~32(b),-9~-2,3~10,3~10,,3+4 hold
Armor King,1+4,!,25,52~56,KND,KND,KND,,1+4
Armor King,1+2+3+4,h!,30,33~39,27 GB,27 GB,27 GB,,1+2+3+4
Armor King,1+2+3+4fnddf2,m,28,10~12 (63~),0~2,Launch,Launch,,"1+2+3+4, f, n, d, d/f+2"
Armor King,1+2+3+4qcf1+2,h!,29,22~46 (72~),0~20g,0~20g,0~20g,,"1+2+3+4, qcf+1+2"
Armor King,f2,m,12,15,-11~-10,2~3,2~3,,f+2
Armor King,f21,"m, h","12, 20",15,-9~-8,KND,KND,,"f+2, 1"
Armor King,f3,m,15,16,-3~2,4~5,4~5,,f+3
Armor King,f34,"m, m","15, 13",16,-7~-5,3~5,3~5,,"f+3, 4"
Armor King,f343,"m, m, h","15, 13, 22",16,-7,KND,KND,Tail Spin,"f+3, 4, 3"
Armor King,f4,m,21,23~28,2~7,7~12s,KND,,f+4
Armor King,f1+2,m,25,20~21,-10~-9,KND,KND,Power Crush,f+1+2
Armor King,f1+4,m,28,13~15,-20~-18,KND,KND,,f+1+4
Armor King,df1,m,12,13~14,-1~0,7~8,7~8,,d/f+1
Armor King,df2,m,21,15~16,-12~-11,-1~-0,KND,,d/f+2
Armor King,df4,m,15,12,-4,7,7,,d/f+4
Armor King,df3,m,17,17,-5~-4,5~6,CS,,d/f+3
Armor King,df1+2,m,20,25~26,-7~-6,KND,KND,"Homing, Tail Spin",d/f+1+2
Armor King,df3+4close,"Sm (TJ), h(Throw)","15, 30",28(b),Throw(Self KND),Throw(KND),Throw(KND),,d/f+3+4 (Close)
Armor King,df3+4,Sm (TJ),15,28~33,-18~-13,-7~-2 OC,-7~-2 OC,,d/f+3+4
Armor King,db1,Sm (TC),5,10s,-5,6,6,,d/b or d+1 or FC+1
Armor King,d4,l,9,14s,-13,-2,-2,,d+4
Armor King,d1,Sm (TC),5,10s,-5,6,6,,d/b or d+1 or FC+1
Armor King,fc1,Sm (TC),5,10s,-5,6,6,,d/b or d+1 or FC+1
Armor King,d14,"Sm, m","5, 13",10,-10,6,6,,"d+1, 4"
Armor King,d2,m,17,17~18s,-5~-4,5~6s,9~10,,d+2
Armor King,d24,"m, m","17, 17",17~18s,-14~-13,-3~-2,-3~-2,,"d+2,4"
Armor King,d243,"m, m, m","17, 17, 20",17~18s,-11~-6,KND,KND,,"d+2,4,3"
Armor King,d3,l,12,17,-12,1,1,,d+3
